store_id,id_catalog,vendor_id,product_model,product_url,product_name,ship_weight,product_master_category,product_category,product_sub_category,product_price,product_sale_price,product_thumb,batch_route_id,product_keywords,product_description,height,width,is_taxable,is_deleted
yhst-128796189915726,pemewaca,0,JB-101-M,http://store.yahoo.com/yhst-128796189915726/pemewaca.html,Personalized Men's Watch Case,3,red,RED,0,88.99,88.99,http://ep.yimg.com/ay/yhst-128796189915726/personalized-men-s-watch-case-185.png,11,,,0,0,No,0
yhst-128796189915726,sihefanepewi,0,BN294-SW,http://store.yahoo.com/yhst-128796189915726/sihefanepewi.html,Silver Heart Family Necklace Personalized with Swarovski Birthstones,0.1,jewlery,jewlery,0,109,89,http://ep.yimg.com/ay/yhst-128796189915726/silver-heart-family-necklace-personalized-with-swarovski-birthstones-65.png,11,,,0,0,No,0
yhst-128796189915726,moscnane,0,NM115-MN,http://store.yahoo.com/yhst-128796189915726/moscnane.html,Sterling Silver Modern Signature Name Necklace,0,jewlery,jewlery,0,79,79,http://ep.yimg.com/ay/yhst-128796189915726/modern-script-name-necklace-66.png,11,,,0,0,No,0
yhst-128796189915726,stsiminane,0,NP235,http://store.yahoo.com/yhst-128796189915726/stsiminane.html,Sterling Silver Mini Name Necklace,0.1,jewlery,jewlery,0,70,70,http://ep.yimg.com/ay/yhst-128796189915726/sterling-silver-mini-name-necklace-128.png,11,,,0,0,No,0
yhst-128796189915726,pecodecuco,0,SBPC-763,http://store.yahoo.com/yhst-128796189915726/pecodecuco.html,Personalized Couples Decorative Cushion Cover,1,Sub,SUB,0,29.99,29.99,http://ep.yimg.com/ay/yhst-128796189915726/personalized-couples-decorative-cushion-cover-47.png,11,,,0,0,No,0
yhst-128796189915726,pefjadepicuc,0,SBPC-630,http://store.yahoo.com/yhst-128796189915726/pefjadepicuc.html,"Personalized ""Family Jars"" Decorative Pillow Cushion Covers",1,Sub,SUB,0,29.99,29.99,http://ep.yimg.com/ay/yhst-128796189915726/personalized-family-jars-decorative-pillow-cushion-covers-12.png,11,,,0,0,No,0
yhst-128796189915726,molonepewien,0,ML048-SM,http://store.yahoo.com/yhst-128796189915726/molonepewien.html,Monogram Locket Necklace Personalized With Engraved Script Monogram,0,jewlery,jewlery,0,109,89,http://ep.yimg.com/ay/yhst-128796189915726/monogram-locket-necklace-personalized-with-engraved-script-monogram-182.png,11,,,0,0,No,0
yhst-132060549835833,4,0,NE90600,http://www.shoponlinedeals.com/4.html,Sterling Silver Bamboo Name Earrings,0.1,jewlery,jewlery,0,129,99,http://ep.yimg.com/ay/yhst-132060549835833/sterling-silver-bamboo-name-earrings-14.png,11,,,0,0,Yes,0
